# 集計（ヒストグラム）
2, 2, 2, 4, 3, 5, 4, 5, 4, 6, 10, 12, 7, 21, 19, 27, 25, 25, 66, 72, 77, 86, 70, 68, 69, 93, 113, 127, 149, 89, 65, 34, 31, 18, 13, 2, 2, 0,1, 0
