# 集計（ヒストグラム）
2, 2, 1, 5, 3, 7, 5, 5, 5, 11, 9, 12, 16, 16, 25, 36, 46, 60, 59, 75, 90, 102, 134, 128, 123, 100, 122, 127, 121, 88, 63, 28, 12, 6, 5,2, 2,0,0,0
