# 集計（ヒストグラム）
0, 1, 3, 2, 3, 4, 4, 7, 7, 6, 9, 17, 19, 31, 38, 33, 52, 76, 93, 118, 122, 130, 103, 123, 87, 84, 41, 57, 37, 20, 21, 14, 10, 5, 3, 4, 3,0,0,0
