# 集計（ヒストグラム）
0, 2, 0, 1, 1, 1, 4, 8, 2, 4, 2, 4, 7, 15, 11, 22, 19, 34, 41, 59, 89, 105, 109, 109, 86, 101, 85, 64, 82, 45, 54, 37, 21, 31, 14, 13, 9, 5, 4, 2
