# 集計（ヒストグラム）
0, 0, 0, 2, 3, 2, 3, 5, 3, 4, 4, 5, 9, 12, 6, 15, 21, 21, 38, 43, 98, 120, 132, 152, 129, 136, 101, 98, 75, 52, 33, 30, 19, 5, 2, 1, 3, 1, 1, 0]
