# 集計（ヒストグラム）
, 1, 4, 3, 2, 4, 4, 5, 6, 5, 4, 15, 15, 17, 24, 20, 23, 26, 33, 53, 29, 76, 81, 116, 133, 136, 123, 126, 104, 64, 37, 34, 49, 16, 4, 6, 4,0,0,0
