# 集計（ヒストグラム）
1, 1, 0, 0, 0, 1, 1, 3, 3, 2, 2, 3, 0, 3, 5, 5, 3, 14, 12, 25, 27, 36, 40, 44, 48, 89, 112, 105, 137, 125, 118, 81, 67, 51, 47, 27, 20, 11, 10, 4
