# 集計（ヒストグラム）
2, 1, 2, 3, 3, 2, 4, 3, 2, 3, 7, 5, 13, 15, 8, 13, 25, 47, 57, 89, 67, 61, 68, 75, 63, 65, 68, 65, 86, 76, 87, 77, 36, 34, 43, 34, 15, 14, 3, 4
