Time(sec),X,Y,Z
0.051887,0.0308060422539711,-0.018272697925567627,0.04146832227706909
0.151588,0.008082203567028046,-0.009795844554901123,0.010110914707183838
0.251971,0.0018755942583084106,0.015198349952697754,0.0037822723388671875
0.352516,0.040117427706718445,-0.02071058750152588,0.0049697160720825195
0.453039,0.01921042799949646,-0.017272889614105225,-0.021293818950653076
0.553522,-0.04739716649055481,0.017326712608337402,-0.030178546905517578
0.654034,-0.03977036476135254,0.02066141366958618,-0.0037932395935058594
0.754558,-0.007314592599868774,0.00860065221786499,-0.015270829200744629
0.855113,-0.003534287214279175,0.029016971588134766,0.005718886852264404
0.955558,-0.03500176966190338,0.040990352630615234,-0.007379055023193359
1.056055,0.03145705163478851,-0.014140963554382324,-0.07898551225662231
1.156671,0.11289869248867035,0.029237329959869385,0.07481670379638672
1.257078,-0.02375161647796631,0.013946115970611572,-0.018713176250457764
1.357657,-0.05182429403066635,0.04215723276138306,-0.03209167718887329
1.458118,-0.05163276568055153,-0.01106250286102295,-0.006014525890350342
1.558541,-0.06730708479881287,-0.020665287971496582,0.030081450939178467
1.659076,-0.059669122099876404,0.0013163089752197266,-0.09193748235702515
1.759513,0.12776130437850952,-0.07292234897613525,-0.056224524974823
1.859997,0.017193838953971863,0.009832978248596191,-0.0764809250831604
1.960544,0.010296396911144257,-0.005997955799102783,-0.16800135374069214
2.061130,-0.005376357585191727,0.07373571395874023,-0.11915689706802368
2.161648,-0.05871621519327164,0.09858691692352295,0.04631859064102173
2.262115,0.07039536535739899,-0.0009098052978515625,0.11395275592803955
2.362598,0.04506891965866089,0.026745140552520752,-0.01612675189971924
2.463117,-0.0011057667434215546,0.0449637770652771,0.0889045000076294
2.563566,0.14290481805801392,0.15328961610794067,0.08506792783737183
2.664059,0.12223784625530243,-0.19193404912948608,-0.14670971035957336
2.764546,0.03847014904022217,-0.21682459115982056,-0.08171987533569336
2.865099,0.13608524203300476,0.04828357696533203,-0.06888198852539062
2.965583,0.06398697942495346,0.36192983388900757,0.022152066230773926
3.066024,-0.06306437402963638,0.21605414152145386,0.0919223427772522
3.166476,-0.07221586257219315,0.0032342076301574707,0.08236372470855713
3.267037,-0.13347569108009338,-0.11786478757858276,-0.02567899227142334
3.367667,-0.13134485483169556,-0.12090855836868286,-0.12058795988559723
3.468143,-0.0355391800403595,-0.1013917326927185,-0.13023696839809418
3.568639,0.005691736936569214,-0.08753830194473267,-0.07134723663330078
3.669126,0.12197643518447876,-0.11530017852783203,0.10551005601882935
3.769620,0.06311532855033875,-0.09023129940032959,0.15890470147132874
3.870081,-0.07640121877193451,0.0405924916267395,0.19426608085632324
3.970717,-0.15742509067058563,0.07762622833251953,0.047931969165802
4.071199,-0.16049247980117798,0.05880230665206909,-0.03395390883088112
4.171657,-0.051631491631269455,-0.03932923078536987,-0.15083466470241547
4.272271,-0.019341424107551575,-0.13205641508102417,-0.2808282673358917
4.372762,0.06387662887573242,-0.12738949060440063,-0.1440373808145523
4.473174,0.0930129885673523,-0.08499932289123535,0.0026351208798587322
4.573662,0.09771955013275146,-0.03134423494338989,0.08077628165483475
4.674230,-0.027879774570465088,0.053426265716552734,0.0840216875076294
4.774756,-0.05959104001522064,0.043182551860809326,-0.004113197326660156
4.875201,-0.03926275670528412,0.0035195350646972656,-0.03906381130218506
4.975687,-0.04131075739860535,-0.004087626934051514,-0.025488851591944695
5.076195,-0.03484845161437988,0.01946234703063965,-0.0543900728225708
5.176627,-0.043353766202926636,-0.0010292530059814453,-0.0799262598156929
5.277275,-0.006221204996109009,-0.07121628522872925,-0.07272374629974365
5.377686,0.12969523668289185,-0.10793459415435791,0.02631664276123047
5.478249,0.11270606517791748,-0.0604894757270813,0.16061899065971375
5.578711,-0.06337005645036697,0.03295665979385376,0.2537848949432373
5.679161,-0.18422123789787292,0.11047446727752686,0.04393424093723297
5.779713,-0.17368660867214203,0.05536532402038574,-0.08762408792972565
5.880221,-0.05519941449165344,-0.09590667486190796,-0.1779344081878662
5.980785,0.08236944675445557,-0.17979425191879272,-0.16581964492797852
6.081249,0.1026051938533783,-0.11555606126785278,-0.021611563861370087
6.181820,0.06415054202079773,-0.006864488124847412,0.08596635609865189
6.282265,0.00798940658569336,0.043647944927215576,0.09616880118846893
6.382734,-0.009233742952346802,0.0193520188331604,0.041856054216623306
6.483250,-0.029130011796951294,-0.0006710290908813477,-0.04166126251220703
6.583826,-0.08429718017578125,0.009692847728729248,-0.045163754373788834
6.684259,-0.070293128490448,-0.029864847660064697,-0.18595194816589355
6.784706,0.06734627485275269,-0.13698220252990723,-0.06868088245391846
6.885272,0.16996094584465027,-0.1512889266014099,0.07726025581359863
6.985744,0.027227342128753662,-0.020114243030548096,0.2778908312320709
7.086383,-0.1945197433233261,0.11111241579055786,0.16609004139900208
7.186899,-0.3189826011657715,0.06538313627243042,-0.07121539115905762
7.287293,-0.1170787513256073,-0.1076347827911377,-0.2574244737625122
7.387857,0.08874985575675964,-0.2752123475074768,-0.26090341806411743
7.488249,0.11840066313743591,-0.17912763357162476,0.01773153990507126
7.588731,0.08256170153617859,-0.006531178951263428,0.08582866936922073
7.689299,0.016832053661346436,0.05833333730697632,0.11924628913402557
7.789799,-0.02053201198577881,0.03324317932128906,0.01884669065475464
7.890313,-0.03275686502456665,-0.01211857795715332,-0.05412280932068825
7.990807,-0.030352026224136353,-0.0055124759674072266,-0.046636827290058136
8.091343,-0.026876330375671387,0.006842315196990967,-0.04759097471833229
8.191870,-0.08119967579841614,-0.03455537557601929,-0.13518977165222168
8.292328,0.1501505970954895,-0.09442996978759766,-0.02554035373032093
8.392743,0.07514315843582153,-0.1333293318748474,0.22789160907268524
8.493325,-0.09626257419586182,0.04245877265930176,0.16083241999149323
8.593844,-0.2243848443031311,0.11916446685791016,0.05407596379518509
8.694565,-0.17510676383972168,0.0188867449760437,-0.09985814988613129
8.795071,0.024094760417938232,-0.14555346965789795,-0.1957542896270752
8.895548,0.12916642427444458,-0.1559138298034668,-0.14346790313720703
8.996122,0.11688607931137085,-0.05660909414291382,0.05652952194213867
9.096538,0.016356974840164185,0.031563639640808105,0.11715547740459442
9.197114,-0.04532709717750549,0.060265958309173584,0.04398662596940994
9.297529,-0.045150041580200195,-0.003149271011352539,-0.05185592174530029
9.398094,-0.0023194849491119385,-0.02366054058074951,-0.09588374197483063
9.498627,-0.0028363466262817383,-0.010351717472076416,-0.0546499527990818
9.599055,-0.015783876180648804,0.009702682495117188,-0.0044209957122802734
9.699558,-0.06146526336669922,0.032798826694488525,-0.07469677925109863
9.799998,0.030016839504241943,-0.05114424228668213,0.009604573249816895
9.900531,0.14283573627471924,-0.09569805860519409,0.06374675035476685
10.001065,0.03169870376586914,-0.0013701915740966797,0.1457061767578125
10.101508,-0.10986211895942688,0.08541882038116455,0.07019507884979248
10.202069,-0.12218350172042847,0.0355452299118042,-0.06734585762023926
10.302528,-0.002275615930557251,-0.061083078384399414,-0.12347517907619476
10.402997,0.049391090869903564,-0.09224605560302734,-0.0797119140625
10.503595,0.038973450660705566,-0.010590851306915283,0.05495190620422363
10.604078,0.016364604234695435,0.019784390926361084,0.051257312297821045
10.704613,0.001679837703704834,0.01486670970916748,0.0183713436126709
10.804986,-0.020813852548599243,-0.0035253167152404785,-0.017120718955993652
10.905519,-0.04668527841567993,0.023466646671295166,-0.05072462558746338
11.005969,-0.043676137924194336,-0.029737114906311035,-0.15251636505126953
11.106589,0.1344130039215088,-0.08076578378677368,0.0010275840759277344
11.207084,0.05145150423049927,-0.0348207950592041,0.16552770137786865
11.307516,-0.05299018323421478,0.10243499279022217,0.16857858002185822
11.408019,-0.13969440758228302,0.054231464862823486,-0.05459916591644287
11.508609,-0.08026893436908722,-0.05948972702026367,-0.15605412423610687
11.609061,0.07429394125938416,-0.12905555963516235,-0.1660633236169815
11.709598,0.06045490503311157,-0.049758195877075195,0.023949503898620605
11.810118,0.020517617464065552,0.02974236011505127,0.0732431411743164
11.910600,0.007219403982162476,0.02834343910217285,0.0366477333009243
12.011068,-0.015254169702529907,-0.0015628933906555176,-0.005175711587071419
12.111586,-0.021000906825065613,-0.006441593170166016,-0.023731108754873276
12.212156,-0.04641914367675781,0.0021874308586120605,-0.005466941744089127
12.312581,-0.04177871346473694,-0.03540337085723877,-0.15967488288879395
12.413175,0.14752736687660217,-0.08452779054641724,0.004442930221557617
12.513602,0.10295328497886658,-0.0667617917060852,0.20117688179016113
12.614213,-0.10836324095726013,0.09130001068115234,0.15095777809619904
12.714662,-0.1547909528017044,0.0657384991645813,-0.0918649435043335
12.815160,-0.042630285024642944,-0.07075172662734985,-0.13398481905460358
12.915626,0.034684523940086365,-0.09953206777572632,-0.05506683140993118
13.016105,0.046830594539642334,-0.01557236909866333,0.03564339876174927
13.116669,0.013542190194129944,0.04168945550918579,0.05800426006317139
13.217118,-0.0006834715604782104,0.008759498596191406,0.013705014251172543
13.317576,-0.018978208303451538,-0.0019748806953430176,-0.022185567766427994
13.418120,-0.009394392371177673,0.0031810998916625977,-0.02502763457596302
13.518690,0.007116973400115967,-0.006931126117706299,-0.010093573480844498
13.619149,-0.0159892737865448,-0.0027054548263549805,0.038440823554992676
13.719728,-0.11535830795764923,0.02393859624862671,-0.09080076217651367
13.820137,-0.02794066071510315,-0.11716204881668091,-0.12620021402835846
13.920651,0.22709354758262634,-0.10458481311798096,0.03892391920089722
14.021144,0.17476075887680054,-0.023081958293914795,0.32649198174476624
14.121705,-0.18385115265846252,0.03850412368774414,0.13375535607337952
14.222281,-0.2851608693599701,0.029085218906402588,-0.11988364160060883
14.322745,0.010797873139381409,-0.17764651775360107,-0.2258741557598114
14.423224,0.13859358429908752,-0.16407448053359985,0.017963171005249023
14.523714,0.059324949979782104,-0.008458614349365234,0.09320789575576782
14.624245,0.0014662444591522217,0.07756304740905762,0.02387339621782303
14.724805,-0.025652021169662476,-0.012626588344573975,-0.04312598705291748
14.825273,-0.01826268434524536,-0.0234452486038208,-0.007173717021942139
14.925662,0.015183866024017334,0.0028939247131347656,0.006690802052617073
15.026276,-0.095330148935318,-0.01207035779953003,-0.09243893623352051
15.126761,0.10523176193237305,-0.09872323274612427,-0.03595924749970436
15.227345,0.17919757962226868,-0.0009642839431762695,0.2245195060968399
15.327754,-0.11463221907615662,0.0012505650520324707,0.1515357792377472
15.428190,-0.22454367578029633,0.07843136787414551,-0.20104074478149414
15.528751,0.0492386668920517,-0.14232796430587769,-0.23848199844360352
15.629253,0.10768461227416992,-0.13214921951293945,0.04871201515197754
15.729722,0.02039182186126709,0.0010869503021240234,0.10410165786743164
15.830220,0.0026312172412872314,0.08972495794296265,0.016710463911294937
15.930736,-0.03512267768383026,-0.0046536922454833984,-0.02022385597229004
16.031241,-0.00748734176158905,-0.01833564043045044,-0.014972804114222527
16.131745,0.00804874300956726,0.00715482234954834,0.010148167610168457
16.232258,-0.049093589186668396,0.01759284734725952,0.0041081905364990234
16.332788,-0.0873580276966095,-0.09927421808242798,-0.1730523258447647
16.433251,0.2624894082546234,-0.13766688108444214,0.0365370474755764
16.533736,0.1414644420146942,-0.003513932228088379,0.3553616404533386
16.634344,-0.33730489015579224,0.09664779901504517,0.13354060053825378
16.734939,-0.2060323804616928,-0.04419875144958496,-0.2895468473434448
16.835305,0.09586536884307861,-0.20328694581985474,-0.17657676339149475
16.935826,0.11183938384056091,-0.15185463428497314,0.036997564136981964
17.036321,0.03929555416107178,0.025621473789215088,0.11670875549316406
17.136847,0.010473757982254028,0.08960920572280884,0.04498957842588425
17.237338,-0.0012496262788772583,-0.017695367336273193,-0.03171348571777344
17.337831,-0.03651733696460724,-0.0384555459022522,-0.02676093578338623
17.438344,-0.14536245167255402,-0.013078749179840088,-0.05951511859893799
17.538850,0.055422306060791016,-0.11938595771789551,-0.030024051666259766
17.639401,0.25967711210250854,-0.022182703018188477,0.14397543668746948
17.739886,0.0014919936656951904,-0.05378061532974243,0.23134472966194153
17.840325,-0.2858220934867859,0.11813992261886597,0.027805335819721222
17.940793,-0.12165398895740509,-0.12086302042007446,-0.2627767324447632
18.041356,0.09962093830108643,-0.15705639123916626,-0.0800626277923584
18.141858,0.08890610933303833,-0.0740099549293518,0.06668782234191895
18.242470,4.747509956359863e-05,0.032876789569854736,0.0895502045750618
18.342763,-0.013158261775970459,0.05804795026779175,0.011364579200744629
18.443518,-0.0041671693325042725,-0.023955583572387695,-0.018905039876699448
18.543878,-0.010416209697723389,-0.0143929123878479,-0.004517318680882454
18.644433,-0.004939049482345581,3.4928321838378906e-05,0.0036298027262091637
18.744861,-0.1754981279373169,-0.060320377349853516,-0.20519208908081055
18.845417,0.09640291333198547,-0.10305750370025635,-0.08809663355350494
18.946011,0.2284398078918457,0.002441883087158203,0.19696199893951416
19.046397,-0.06502705812454224,-0.03043949604034424,0.20195820927619934
19.146890,-0.2579173445701599,0.12302780151367188,0.0034890174865722656
19.247369,-0.10498791188001633,-0.05797344446182251,-0.16224884986877441
19.347857,0.05544736981391907,-0.20248943567276,-0.1372929811477661
19.448404,0.03141048550605774,-0.09230834245681763,0.019533753395080566
19.548892,0.030566424131393433,-0.01696091890335083,0.013372896239161491
19.649468,0.014849543571472168,0.0038660168647766113,-0.014216423034667969
19.749950,-0.0009413361549377441,-0.01642632484436035,0.00141131691634655
19.850377,0.045180171728134155,0.00831526517868042,0.024052798748016357
